patients.address_found,patients.city_found,patients.common_name,patients.county_found,patients.found_at,patients.disposition,patients.keywords,admissions.id,admissions.case_year,people.postal_code
Animal Rescue League,Brewster,Cedar Waxwing,Barnstable County,8/23/2019,Died in 24hr,orphan,1682,2019,2631
Unknown,Boston,Northern Mockingbird,Suffolk County,8/2/2019,Released,Orphaned,1683,2019,
1028 Factory Road,Harwich,American Robin,Barnstable County,7/27/2019,Released,Orphaned,1684,2019,2645
22 Charlie Noble Way,Eastham,American Robin,Barnstable County,7/29/2019,Released,Orphaned,1685,2019,2642
Coles Neck,Wellfleet,Chipping Sparrow,Barnstable County,7/18/2019,Died +24hr,"Orphaned, Fell from Nest",1686,2019,2667
Coles Neck,Wellfleet,Chipping Sparrow,Barnstable County,7/18/2019,Released,"Orphaned, Fell from Nest",1687,2019,2667
Unknown,Falmouth,House Sparrow,Barnstable County,7/29/2019,Released,Orphaned,1688,2019,
154 Archie's Cartway,Brewster,House Sparrow,Barnstable County,7/30/2019,Released,"Orphaned, Fell from Nest",1689,2019,
154 Archie's Cartway,Brewster,House Sparrow,Barnstable County,7/30/2019,Released,"Orphaned, Fell from Nest",1690,2019,
768 Route 28,Harwichport,Song Sparrow,Barnstable County,7/25/2019,Released,"Environmental, Orphaned",1691,2019,2646
768 Route 28,Harwichport,Song Sparrow,Barnstable County,7/25/2019,Released,"Environmental, Orphaned",1692,2019,2646
Long Pond Drive,Harwich,Northern Cardinal,Barnstable County,8/4/2019,Released,Collision - Vehicle,1693,2019,10034
47 Farm Valley Road,Osterville,House Finch,Barnstable,7/31/2019,Died in 24hr,"Nest/Habitat Disturbed, orphan",1694,2019,
94 Courtney Road,Harwich,American Goldfinch,Barnstable County,8/28/2019,Died +24hr,Orphaned,1695,2019,2645
94 Courtney Road,Harwich,American Goldfinch,Barnstable County,8/28/2019,Died +24hr,Orphaned,1696,2019,2645
94 Courtney Road,Harwich,American Goldfinch,Barnstable County,8/28/2019,Released,Orphaned,1697,2019,2645
94 Courtney Road,Harwich,American Goldfinch,Barnstable County,8/28/2019,Released,Orphaned,1698,2019,2645
Unknown,Centerville,American Goldfinch,Barnstable County,8/29/2019,Died +24hr,Animal Interaction - Blue Jay,1699,2019,
Unknown,Centerville,American Goldfinch,Barnstable County,8/29/2019,Died +24hr,Animal Interaction - Blue Jay,1700,2019,
8 Briar Circle,South Yarmouth,American Goldfinch,Barnstable County,7/23/2019,Died +24hr,Orphaned,1701,2019,
Dunkin Donuts,Falmouth,Great Crested Flycatcher,Barnstable County,7/12/2019,Died in 24hr,Orphaned,1702,2019,
Dunkin Donuts,Falmouth,Great Crested Flycatcher,Barnstable County,7/13/2019,Died +24hr,Orphaned,1703,2019,
Dunkin Donuts,Falmouth,Great Crested Flycatcher,Barnstable County,7/13/2019,Released,Orphaned,1704,2019,
22 Fisner Street,Natick,Eastern Gray Squirrel,Middlesex County,8/28/2019,Released,Orphaned,1705,2019,
22 Fisner Street,Natick,Eastern Gray Squirrel,Middlesex County,8/28/2019,Released,Orphaned,1706,2019,
22 Fisner Street,Natick,Eastern Gray Squirrel,Middlesex County,8/28/2019,Released,Orphaned,1707,2019,
22 Fisner Street,Natick,Eastern Gray Squirrel,Middlesex County,8/28/2019,Released,Orphaned,1708,2019,
William Canning Blvd.  Stop & Shop,Fall River,Ring-billed Gull,Bristol County,8/29/2019,Released,Injured,1709,2019,2878
Wellfleet Hollow State Campground,Wellfleet,White-footed Mouse,Barnstable County,8/31/2019,Released,Orphaned,1710,2019,1938
Unknown,Provincetown,Eastern Gray Squirrel,Barnstable County,9/7/2019,Released,"Environmental, Orphaned, Fell from Nest",1711,2019,
Unknown,Kingston,Eastern Gray Squirrel,Plymouth County,9/9/2019,Released,,1712,2019,
Unknown,Unknown,Eastern Gray Squirrel,,9/19/2019,Released,Orphaned,1713,2019,
Unknown,Unknown,Eastern Gray Squirrel,,9/19/2019,Released,Orphaned,1714,2019,
Unknown,Unknown,Eastern Gray Squirrel,,9/19/2019,Released,Orphaned,1715,2019,
14 Anson Hunter,South Orleans,White-footed Mouse,Barnstable County,9/25/2019,Released,Orphaned,1716,2019,2662
14 Anson Hunter,South Orleans,White-footed Mouse,Barnstable County,9/25/2019,Released,Orphaned,1717,2019,2662
80 Clipper Way,Brewster,Herring Gull,Barnstable County,10/19/2019,Released,Injured,1718,2019,
Nauset High School,Eastham,Hermit Thrush,Barnstable County,11/14/2019,Released,Collision - Window,1719,2019,
Unknown,Brewster,White-footed Mouse,Barnstable County,11/11/2019,Died in 24hr,"Nest/Habitat Disturbed, Orphaned",1720,2019,2648
Ellis Landing,Brewster,Great Black-backed Gull,Barnstable County,11/15/2019,Died in 24hr,Disease,1721,2019,
Corn Hill Beach,Truro,White-winged Scoter,Barnstable County,11/16/2019,Died in 24hr,Injured,1722,2019,10803
4 Bayberry Road,Truro,House Finch,Barnstable County,7/12/2019,Released,"Environmental, Fell from Nest, Orphaned",1723,2019,23518
Unknown,Unknown,Chimney Swift,,11/27/2019,Died in 24hr,"Orphaned, Fell From Nest",1724,2019,
Unknown,Unknown,Chimney Swift,,7/12/2019,Died +24hr,"Orphaned, Fell from Nest",1725,2019,
Unknown,Unknown,Chimney Swift,,7/12/2019,Released,"Orphaned, Fell from Nest",1726,2019,
Unknown,Unknown,Chimney Swift,,7/12/2019,Released,"Orphaned, Fell from Nest",1727,2019,
42 Willow Pond Drive,Rockland,Chimney Swift,Plymouth County,7/12/2019,Died in 24hr,"Fell from Nest, Orphan",1728,2019,
42 Willow Pond Drive,Rockland,Chimney Swift,Plymouth County,7/12/2019,Died +24hr,"Fell from Nest, Orphan",1729,2019,
42 Willow Pond Drive,Rockland,Chimney Swift,Plymouth County,7/12/2019,Died +24hr,"Fell from Nest, Orphan",1730,2019,
42 Willow Pond Drive,Rockland,Chimney Swift,Plymouth County,7/12/2019,Died in 24hr,"Fell from Nest, Orphan",1731,2019,
42 Willow Pond Drive,Rockland,Chimney Swift,Plymouth County,7/12/2019,Released,"Fell from Nest, Orphan",1732,2019,
51 Nautical Way,Hyannis,Virginia Opossum,Barnstable County,7/13/2019,Released,Animal Interaction - Cat,1733,2019,2601
1380 Cohannet Street,Taunton,Chimney Swift,Bristol County,7/13/2019,Died +24hr,"Orphaned, Fell from Nest",1734,2019,
1380 Cohannet Street,Taunton,Chimney Swift,Bristol County,7/13/2019,Died +24hr,"Orphaned, Fell from Nest",1735,2019,
1380 Cohannet Street,Taunton,Chimney Swift,Bristol County,7/13/2019,Died +24hr,"Orphaned, Fell from Nest",1736,2019,
1380 Cohannet Street,Taunton,Chimney Swift,Bristol County,7/13/2019,Released,"Orphaned, Fell from Nest",1737,2019,
23 Hamilton,Plymouth,Chimney Swift,Plymouth County,7/13/2019,Died in 24hr,"Orphaned, Fell from Nest",1738,2019,2360
23 Hamilton,Plymouth,Chimney Swift,Plymouth County,7/13/2019,Released,"Orphaned, Fell from Nest",1739,2019,2360
23 Hamilton,Plymouth,Chimney Swift,Plymouth County,7/13/2019,Released,"Orphaned, Fell from Nest",1740,2019,2360
172 Monpansett Street,Halifax,Chimney Swift,Plymouth County,7/14/2019,Died +24hr,"Orphaned, Fell from Nest",1741,2019,
172 Monpansett Street,Halifax,Chimney Swift,Plymouth County,7/14/2019,Died +24hr,"Orphaned, Fell from Nest",1742,2019,
172 Monpansett Street,Halifax,Chimney Swift,Plymouth County,7/14/2019,Released,"Orphaned, Fell from Nest",1743,2019,
C & J  (?),Orleans,House Finch,Barnstable County,7/19/2019,Released,"Orphaned, Fell from Nest",1744,2019,2653
Unknown,Orleans,Chimney Swift,Barnstable County,7/27/2019,Died +24hr,Orphaned,1745,2019,2653
Unknown,Orleans,Chimney Swift,Barnstable County,7/27/2019,Died +24hr,Orphaned,1746,2019,2653
Unknown,Orleans,Chimney Swift,Barnstable County,7/27/2019,Died +24hr,Orphaned,1747,2019,2653
Unknown,Unknown,Chimney Swift,,8/2/2019,Died +24hr,Orphaned,1748,2019,
Old Yarmouth Inn,Yarmouth Port,Chimney Swift,Barnstable County,8/6/2019,Died +24hr,"Orphan , Fell from Nest",1749,2019,
235 Ost. West Barstable Road,Osterville,Song Sparrow,Barnstable County,8/6/2019,Died +24hr,"Orphaned, Fell from Nest",1750,2019,
235 Ost. West Barstable Road,Osterville,Song Sparrow,Barnstable County,8/6/2019,Died +24hr,"Orphaned, Fell from Nest",1751,2019,
235 Ost. West Barstable Road,Osterville,Song Sparrow,Barnstable County,8/6/2019,Died +24hr,"Orphaned, Fell from Nest",1752,2019,
223 Route 6A,Yarmouth Port,Chimney Swift,Barnstable County,8/7/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1753,2019,
Agway of Chatham,Chatham,American Robin,Barnstable County,8/8/2019,Released,"Orphaned, Fell from Nest",1754,2019,2645
249 Medaket Road,Nantucket,American Robin,Nantucket County,8/8/2019,Released,"Orphaned, Fell from Nest",1755,2019,
Unknown,Brewster,American Goldfinch,Barnstable County,8/12/2019,Released,"Orphaned, Fell from Nest",1756,2019,1864
Unknown,Orleans,Song Sparrow,Barnstable County,8/12/2019,Released,Fell from Nest,1757,2019,2653
Unknown,Orleans,Song Sparrow,Barnstable County,8/12/2019,Released,Fell from Nest,1758,2019,2653
16 Gibbs Avenue,Wareham,Carolina Wren,Plymouth County,8/18/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1759,2019,2562
16 Gibbs Avenue,Wareham,Carolina Wren,Plymouth County,8/18/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1760,2019,2562
16 Gibbs Avenue,Wareham,Carolina Wren,Plymouth County,8/18/2019,Died +24hr,"Nest/habitat Disturbed, Orphaned",1761,2019,2562
16 Gibbs Avenue,Wareham,Carolina Wren,Plymouth County,8/18/2019,Released,"Nest/Habitat Disturbed, Orphaned",1762,2019,2562
Kents Point,Orleans,Red Squirrel,Barnstable County,8/18/2019,Released,Orphaned,1763,2019,7417
Bog in Harwich,Harwich,American Robin,Barnstable County,8/25/2019,Released,"Orphaned, Fell from Nest",1764,2019,2653
560 Dyer Prince Road,Eastham,Mourning Dove,Barnstable County,9/1/2019,Released,"Collision - Window, orphan",1765,2019,2642
Seashore Park Inn - Canal Street,Orleans,Mourning Dove,Barnstable County,9/4/2019,Released,Maladaptation,1766,2019,2642
Unknown,Unknown,Eastern Gray Squirrel,,9/18/2019,Released,Orphaned,1767,2019,
Unknown,Unknown,Eastern Gray Squirrel,,9/18/2019,Released,Orphaned,1768,2019,
Unknown,Unknown,Eastern Gray Squirrel,,9/18/2019,Released,Orphaned,1769,2019,
20 Turning Mill Road,Brewster,Eastern Gray Squirrel,Barnstable County,9/23/2019,Released,Orphaned,1770,2019,
59 Sam Ryder Road  Chatham WPCF,Chatham,Herring Gull,Barnstable County,11/21/2019,Euthanized in 24hr,Injured,1771,2019,
Unknown,Wellfleet,Hermit Thrush,Barnstable County,11/21/2019,Euthanized in 24hr,Animal Interaction - Dog; Collision - Window,1772,2019,2642
Bike overpass,Dennis,Eastern Gray Squirrel,Barnstable County,10/28/2019,Released,Collision - Vehicle,1773,2019,2642
171 School Street,Taunton,Eastern Gray Squirrel,Bristol County,11/16/2019,Released,"Orphaned, Inappropriate Human Possession",1774,2019,2780
Chatham Fire Station,Chatham,Virginia Opossum,Barnstable County,11/26/2019,Released,"Entrapment, Injured",1775,2019,
Wellfleet Pier,Wellfleet,Great Black-backed Gull,Barnstable County,11/27/2019,Euthanized +24hr,Foreign Objects - Fishing Hook,1776,2019,2651
Duck Harbor,Wellfleet,Horned Grebe,Barnstable County,11/30/2019,Died in 24hr,Injured,1777,2019,
194 Donegal Circle,Centerville,Herring Gull,Barnstable County,11/30/2019,Died in 24hr,Injured,1778,2019,
on median of Route 6,Provincetown,Double-crested Cormorant,Barnstable County,12/1/2019,Euthanized in 24hr,Collision - Vehicle,1779,2019,
41 Abbott Road,Cataumet,Eastern Gray Squirrel,Barnstable County,9/15/2019,Released,"Orphaned, Parent Known Dead",1780,2019,2664
41 Abbott Road,Cataumet,Eastern Gray Squirrel,Barnstable County,9/15/2019,Released,"Orphaned, Parent Known Dead",1781,2019,2664
7 Sturbridge Drive,Orleans,Southern Flying Squirrel,Barnstable County,9/3/2019,Died +24hr,Animal Interaction - Dog,1782,2019,2653
7 Sturbridge Drive,Orleans,Southern Flying Squirrel,Barnstable County,9/3/2019,Died in 24hr,Animal Interaction - Dog,1783,2019,2653
1145 Samoset Road,Eastham,Red-tailed Hawk,Barnstable County,10/19/2019,Euthanized +24hr,Injured,1784,2019,
Crowells Bog Road,Brewster,Red-tailed Hawk,Barnstable County,11/15/2019,Released,Poisoning,1785,2019,2653
153 Indian Trail,Centerville,White-footed Mouse,Barnstable County,9/20/2019,Died in 24hr,Orphaned,1786,2019,2360
153 Indian Trail,Centerville,White-footed Mouse,Barnstable County,9/20/2019,Released,Orphaned,1787,2019,2360
Unknown,Unknown,White-footed Mouse,,9/22/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1788,2019,2631
Unknown,Unknown,White-footed Mouse,,9/22/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1789,2019,2631
Unknown,Unknown,White-footed Mouse,,9/22/2019,Released,"Nest/Habitat Disturbed, Orphaned",1790,2019,2631
Unknown,Brewster,White-footed Mouse,Barnstable County,10/22/2019,Released,"Nest/Habitat Disturbed, Orphaned",1791,2019,2662
141 Seaview Avenue,South Yarmouth,Eastern Gray Squirrel,Barnstable County,7/21/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1792,2019,2664
141 Seaview Avenue,South Yarmouth,Eastern Gray Squirrel,Barnstable County,7/21/2019,Released,"Nest/Habitat Disturbed, Orphaned",1793,2019,2664
141 Seaview Avenue,South Yarmouth,Eastern Gray Squirrel,Barnstable County,7/21/2019,Released,"Nest/Habitat Disturbed, Orphaned",1794,2019,2664
Unknown,Provincetown,Eastern Gray Squirrel,Barnstable County,9/20/2019,Released,Orphaned,1795,2019,2657
57 Eldredge Parkway,Orleans,Eastern Gray Squirrel,Barnstable County,9/23/2019,Died +24hr,"Nest/Habitat Disturbed, Orphaned",1796,2019,2653
57 Eldredge Parkway,Orleans,Eastern Gray Squirrel,Barnstable County,9/23/2019,Released,"Nest/Habitat Disturbed, Orphaned",1797,2019,2653
57 Eldredge Parkway,Orleans,Eastern Gray Squirrel,Barnstable County,9/23/2019,Released,"Nest/Habitat Disturbed, Orphaned",1798,2019,2653
76 Wob Hill,Chatham,Eastern Gray Squirrel,Barnstable County,7/24/2019,Released,"Environmental, Orphaned, Fell from Nest",1799,2019,1089
76 Wob Hill,Chatham,Eastern Gray Squirrel,Barnstable County,7/24/2019,Died in 24hr,"Environmental, Orphaned, Fell from Nest",1800,2019,1089
76 Wob Hill,Chatham,Eastern Gray Squirrel,Barnstable County,7/24/2019,Died in 24hr,"Environmental, Orphaned, Fell from Nest",1801,2019,1089
76 Wob Hill,Chatham,Eastern Gray Squirrel,Barnstable County,7/24/2019,Died in 24hr,"Environmental, Orphaned, Fell from Nest",1802,2019,1089
76 Wob Hill,Chatham,Eastern Gray Squirrel,Barnstable County,7/24/2019,Died in 24hr,"Environmental, Orphaned, Fell from Nest",1803,2019,1089
111 N. Westgate Road,Harwich,Eastern Box Turtle,Barnstable County,10/2/2019,Pending,Injured,1804,2019,2645
Unknown,Unknown,Eastern Box Turtle,,9/27/2019,Pending,Injured,1805,2019,2652
62 Trotter's Lane,West Dennis,Northern Flicker,Barnstable County,11/27/2019,Euthanized +24hr,Injured,1806,2019,
59 Main Street,Dennis,Mourning Dove,Barnstable County,11/30/2019,Released,Collision - Window,1807,2019,2638
1 Freedom Road,Forestdale,Herring Gull,Barnstable County,11/30/2019,Euthanized +24hr,Injured,1808,2019,
Outermost Harbor Marine,Chatham,Common Loon,Barnstable County,12/1/2019,Died +24hr,Behavioral Stranding,1809,2019,2650
114 A.P. Newcomb Road,Brewster,Dovekie,Barnstable County,12/3/2019,Released,Environmental - Wind,1810,2019,2631
Depot Road,Truro,Mourning Dove,Barnstable County,12/3/2019,Died in 24hr,Collision - Vehicle,1811,2019,
3 Eldia Way,Eastham,Red-tailed Hawk,Barnstable County,12/5/2019,Died in 24hr,Injured,1812,2019,2642
65 Damon Road,Brewster,Eastern Gray Squirrel,Barnstable County,12/7/2019,Euthanized in 24hr,"Animal Interaction - Dog,  Injured",1813,2019,2631
745 Doane Road,Eastham,Carolina Wren,Barnstable County,12/7/2019,Dead on arrival,Animal Interaction - Cat,1814,2019,2642
Linell Landing Beach,Brewster,White-winged Scoter,Barnstable County,12/7/2019,Died in 24hr,Injured,1815,2019,
Ballston Beach,Truro,Great Black-backed Gull,Barnstable County,12/7/2019,Euthanized in 24hr,Injured,1816,2019,14850
309 Thousand Oaks Drive,Brewster,Black-capped Chickadee,Barnstable County,12/8/2019,Euthanized in 24hr,Injured,1817,2019,
272 Tonset Road,Orleans,American Robin,Barnstable County,12/8/2019,Dead on arrival,Collision - Window,1818,2019,
99 Marconi Site Road,Wellfleet,Mallard,Barnstable County,6/29/2019,Released,Orphaned,1819,2019,2667
10 Smith Lane,Eastham,White-footed Mouse,Barnstable County,8/19/2019,Released,Orphaned,1820,2019,
10 Chatham Road,Harwich,Eastern Gray Squirrel,Barnstable County,4/16/2019,Released,Orphaned,1821,2019,
23 O'Connor Road,Orleans,White-footed Mouse,Barnstable County,9/9/2019,Pending,Disease,1822,2019,2653
67 Owl Pond Road,Brewster,Rock Pigeon,Barnstable County,8/15/2019,Pending,Stray,1823,2019,2631
Unknown,Unknown,Eastern Gray Squirrel,,12/14/2019,Released,orphan,1824,2019,
Unknown,Unknown,Eastern Gray Squirrel,,12/14/2019,Released,orphan,1825,2019,
Unknown,Unknown,Chimney Swift,,7/13/2019,Died +24hr,orphan,1826,2019,
Unknown,Unknown,Chimney Swift,,7/13/2019,Died +24hr,orphan,1827,2019,
Unknown,Unknown,Chimney Swift,,7/13/2019,Died +24hr,orphan,1828,2019,
unknown,eastham,Wild Turkey,Barnstable County,5/15/2019,Dead on arrival,hit by car,1829,2019,
unknown,provincetown,Mourning Dove,Barnstable County,8/17/2019,Died in 24hr,injured,1830,2019,
unknown,brewster,White-throated Sparrow,Barnstable County,3/13/2019,Died +24hr,injured,1831,2019,
unknown,provincetown,White-winged Scoter,Barnstable County,2/8/2019,Dead on arrival,beached,1832,2019,
rte 6a,barnstable,Eastern Cottontail,Barnstable County,6/7/2019,Dead on arrival,collision lawnmower,1834,2019,
rte 6a,barnstable,Eastern Cottontail,Barnstable County,6/7/2019,Dead on arrival,lawnmower  collision,1835,2019,
rte 6a,barnstable,Eastern Cottontail,Barnstable County,6/7/2019,Void,,1836,2019,
rte 6a,barnstable,Eastern Cottontail,Barnstable County,6/7/2019,Euthanized in 24hr,collision lawnmower,1837,2019,
long pasters 6a,barnstable,Eastern Cottontail,Barnstable County,6/7/2019,Euthanized in 24hr,collision lawnmower,1838,2019,2536
unknown,falmouth,Eastern Cottontail,Barnstable County,5/8/2019,Transferred,orphan,1839,2019,
unknown,falmouth,Eastern Cottontail,Barnstable County,5/8/2019,Transferred,orphan,1840,2019,
unknown,falmouth,Eastern Cottontail,Barnstable County,5/8/2019,Transferred,orphan,1841,2019,
Unknown,Kingston,Chimney Swift,Plymouth County,7/13/2019,Died +24hr,Environmental,1842,2019,2364
Unknown,Kingston,Chimney Swift,Plymouth County,7/13/2019,Died +24hr,Environmental,1843,2019,2364
Unknown,Kingston,Chimney Swift,Plymouth County,7/13/2019,Died +24hr,Environmental,1844,2019,2364
Unknown,Yarmouth,Virginia Opossum,Middlesex County,5/17/2019,Released,Animal Interaction - Dog,1845,2019,2601
Unknown,Yarmouth,Virginia Opossum,Middlesex County,5/17/2019,Released,Animal Interaction - Dog,1846,2019,2601
46 Depot Road West,West Harwich,Wild Turkey,Barnstable County,12/16/2019,Euthanized in 24hr,"Collision, Injured",1847,2019,2671
109 Cathedral Road,Brewster,Northern Flicker,Barnstable County,12/8/2019,Released,Entrapment - Chimney,1848,2019,
132 Whiffletree Avenue,Brewster,Eastern Gray Squirrel,Barnstable County,12/9/2019,Released,Entrapment - Bird Feeder,1849,2019,2631
Shankpainter Road,Provincetown,Red Squirrel,Barnstable County,12/10/2019,Euthanized +24hr,Animal Interaction,1850,2019,
63 Monument Road,Orleans,Northern Flicker,Barnstable County,12/10/2019,Died +24hr,Entrapment - Chimney,1851,2019,2653
6 Sylvan Lane,Truro,Dark-eyed Junco,Barnstable County,12/12/2019,Dead on arrival,Collision - Window,1852,2019,2652
West Dennis Beach,West Dennis,Herring Gull,Barnstable County,12/12/2019,Euthanized in 24hr,Injured,1853,2019,
Nauset Road,Eastham,Black-capped Chickadee,Barnstable County,12/13/2019,Died in 24hr,,1854,2019,2642
71 Snow Creek Road,Hyannis,Downy Woodpecker,Barnstable County,12/8/2019,Released,Collision - Window,1855,2019,2601
